IdHaulStage,CycleStage,Date,Time,TimeZone,IdHaul,Weight,IdHaulGroup,ProductName,TruckAssetNumber,TruckMakeName,TruckModelName,LoaderAssetNumber,LoaderMakeName,LoaderModelName,LoaderStatus,LocationSource,LocationDump,LocationLoad,Comments,NameFirst,NameLast,Shift
5,6,2025-05-15,15:41:00,MST,9199,170.03997376553798,2,Tailings,453,Komatsu,777D,23,Komatsu,T282E,Operating,Waste Pile B,Pit 1,Pit 1,,Robert,Moore,Afternoon
2,9,2025-02-07,21:24:00,MST,8450,126.58463047477136,2,Waste Rock,671,Komatsu,6810,18,Liebherr,777D,Idle,Waste Pile A,Pit 1,Waste Pile B,,Ben,Johnson,Evening
3,10,2025-04-02,07:27:00,MST,5096,186.37003071598448,3,Tailings,486,CAT,T282E,25,Komatsu,777D,Idle,Pit 2,Waste Pile B,Waste Pile B,,Daniel,Anderson,Morning
2,5,2025-05-25,22:15:00,MST,3824,131.61925598185874,3,Tailings,991,CAT,T282E,94,CAT,6810,Operating,Pit 2,Waste Pile B,Pit 1,,Robert,Moore,Evening
3,1,2025-05-15,13:48:00,MST,7067,190.71931186242236,3,Copper Ore,207,Liebherr,6810,49,Komatsu,777D,Maintenance,Waste Pile B,Pit 2,Waste Pile B,,Michael,Miller,Morning
3,7,2025-03-27,01:10:00,MST,7428,130.39292981375704,2,D&E,654,CAT,T282E,35,CAT,777D,Maintenance,Pit 1,Waste Pile A,Waste Pile B,,Ashley,Thomas,Night
2,10,2025-06-23,22:00:00,MST,4460,137.8179408768213,3,D&E,558,Komatsu,6810,78,Komatsu,6810,Idle,Pit 2,Waste Pile B,Waste Pile B,,Sarah,Davis,Evening
4,7,2025-03-21,05:22:00,MST,8841,194.209302556974,3,D&E,664,Komatsu,777D,44,CAT,6810,Idle,Waste Pile B,Waste Pile B,Pit 1,,Ashley,Thomas,Night
1,2,2025-03-25,14:53:00,MST,5260,58.321944711304006,2,D&E,697,Komatsu,T282E,96,Komatsu,777D,Maintenance,Pit 1,Pit 1,Waste Pile A,,Emily,Wilson,Morning
4,5,2025-05-26,21:20:00,MST,7467,130.2820376333237,3,Waste Rock,606,Liebherr,6810,66,Komatsu,T282E,Maintenance,Pit 2,Pit 2,Waste Pile B,vent is off,Robert,Moore,Evening
4,1,2025-02-08,23:24:00,MST,7189,120.29812463419093,3,Tailings,469,CAT,T282E,54,Komatsu,777D,Maintenance,Pit 2,Pit 2,Waste Pile A,,Daniel,Anderson,Night
5,7,2025-05-19,11:20:00,MST,3338,188.56183797006113,2,Waste Rock,523,CAT,T282E,20,Liebherr,777D,Idle,Waste Pile B,Waste Pile A,Pit 2,,Jessica,Taylor,Morning
4,6,2025-04-22,03:08:00,MST,1690,59.14620396557335,3,Tailings,906,Komatsu,777D,90,CAT,6810,Operating,Pit 1,Pit 1,Pit 2,,Jessica,Taylor,Night
2,2,2025-06-01,07:03:00,MST,6294,144.88193069140885,1,D&E,285,CAT,6810,15,Komatsu,T282E,Maintenance,Pit 2,Waste Pile A,Pit 1,,Robert,Moore,Morning
5,8,2025-02-24,19:19:00,MST,7124,157.58715114463922,2,Tailings,458,Komatsu,T282E,72,Liebherr,777D,Maintenance,Waste Pile A,Pit 1,Waste Pile B,,Ashley,Thomas,Afternoon
1,10,2025-03-10,03:16:00,MST,8983,126.31658533435618,2,Copper Ore,617,CAT,777D,89,Liebherr,T282E,Idle,Pit 1,Pit 1,Pit 1,,Emily,Wilson,Night
1,8,2025-04-24,10:04:00,MST,7941,147.90482342650273,3,Waste Rock,890,Komatsu,6810,22,Komatsu,777D,Operating,Waste Pile A,Waste Pile B,Pit 1,,Robert,Moore,Morning
2,1,2025-01-08,00:26:00,MST,3358,86.99342845421698,2,Copper Ore,740,Liebherr,777D,5,Liebherr,6810,Idle,Waste Pile A,Waste Pile B,Waste Pile B,,Robert,Moore,Night
4,10,2025-06-07,16:38:00,MST,5442,71.01263558281866,3,Copper Ore,134,CAT,T282E,38,Liebherr,T282E,Operating,Pit 1,Waste Pile B,Waste Pile B,,Jessica,Taylor,Afternoon
2,3,2025-01-03,12:17:00,MST,4568,100.31973182924295,3,Waste Rock,687,CAT,6810,4,Liebherr,777D,Operating,Pit 2,Pit 1,Waste Pile B,,Ashley,Thomas,Morning
5,5,2025-04-04,18:08:00,MST,6189,100.18974215011869,2,Waste Rock,777,Komatsu,T282E,29,Komatsu,6810,Maintenance,Waste Pile A,Waste Pile A,Pit 1,,Robert,Moore,Afternoon
5,9,2025-04-29,14:06:00,MST,2211,67.73996177351043,1,D&E,399,Komatsu,777D,10,Liebherr,T282E,Operating,Pit 1,Pit 1,Waste Pile B,,Robert,Moore,Morning
2,10,2025-04-13,16:52:00,MST,8587,122.11263038391348,1,D&E,912,CAT,T282E,7,CAT,777D,Operating,Pit 2,Waste Pile B,Waste Pile A,,Ben,Johnson,Afternoon
2,10,2025-04-20,01:21:00,MST,5566,139.97600317294567,3,D&E,820,Komatsu,6810,59,Komatsu,777D,Idle,Waste Pile B,Waste Pile B,Waste Pile A,,Ben,Johnson,Night
2,5,2025-04-16,22:31:00,MST,6221,117.98297391425432,1,Waste Rock,862,Komatsu,T282E,39,CAT,T282E,Idle,Waste Pile B,Pit 1,Waste Pile A,,Jessica,Taylor,Evening
4,4,2025-05-22,21:10:00,MST,3620,165.77123671788024,1,D&E,987,Komatsu,T282E,96,CAT,777D,Operating,Waste Pile A,Waste Pile A,Waste Pile B,,Michael,Miller,Evening
2,7,2025-03-07,05:58:00,MST,7871,70.23649960451613,1,D&E,341,Komatsu,6810,87,Liebherr,6810,Maintenance,Pit 2,Pit 2,Waste Pile B,,Jessica,Taylor,Night
1,7,2025-02-14,20:18:00,MST,6501,178.9993505500427,2,Waste Rock,518,Liebherr,777D,73,CAT,6810,Idle,Pit 1,Pit 2,Waste Pile B,,Sarah,Davis,Afternoon
2,4,2025-05-15,13:09:00,MST,4895,136.8287432374529,2,Copper Ore,165,CAT,6810,13,CAT,T282E,Maintenance,Pit 1,Waste Pile B,Pit 1,,Emily,Wilson,Morning
3,9,2025-01-26,21:09:00,MST,8674,186.37119199998662,1,Tailings,542,Komatsu,T282E,15,Liebherr,777D,Maintenance,Pit 2,Waste Pile A,Waste Pile A,,Ben,Johnson,Evening
5,9,2025-02-23,20:24:00,MST,9832,107.80235678204961,2,Copper Ore,437,Liebherr,6810,22,CAT,T282E,Operating,Pit 1,Pit 2,Waste Pile A,,Ben,Johnson,Afternoon
2,7,2025-05-12,06:03:00,MST,1148,139.36461577905473,3,Waste Rock,424,Liebherr,T282E,37,CAT,6810,Idle,Waste Pile A,Waste Pile A,Pit 1,,Sarah,Davis,Morning
1,10,2025-01-16,09:49:00,MST,4728,129.53283101285416,2,Copper Ore,880,Liebherr,777D,11,Komatsu,6810,Maintenance,Waste Pile A,Waste Pile A,Waste Pile B,,Robert,Moore,Morning
4,5,2025-03-07,22:34:00,MST,2722,159.21261502748865,2,Copper Ore,435,Liebherr,T282E,6,CAT,777D,Operating,Waste Pile B,Waste Pile A,Pit 1,,Maria,Williams,Evening
2,6,2025-06-22,14:58:00,MST,6166,156.20006642224033,1,Tailings,375,CAT,6810,63,Komatsu,777D,Idle,Pit 1,Pit 2,Waste Pile A,,Michael,Miller,Morning
2,3,2025-02-11,06:01:00,MST,3508,140.62387392609,2,D&E,638,Liebherr,6810,49,Komatsu,777D,Idle,Pit 2,Waste Pile B,Waste Pile A,,David,Brown,Morning
2,8,2025-04-10,20:57:00,MST,8041,159.54217831964695,3,Copper Ore,295,CAT,777D,92,CAT,777D,Operating,Waste Pile B,Waste Pile B,Pit 2,,Maria,Williams,Afternoon
2,4,2025-06-12,11:27:00,MST,5794,98.04468243419987,2,Copper Ore,944,Liebherr,T282E,71,CAT,6810,Operating,Waste Pile A,Waste Pile B,Pit 1,,Robert,Moore,Morning
3,6,2025-02-21,05:35:00,MST,9660,171.15176558684635,1,D&E,997,Liebherr,777D,24,Komatsu,T282E,Maintenance,Waste Pile B,Waste Pile B,Waste Pile A,,Ashley,Thomas,Night
2,9,2025-06-21,12:26:00,MST,9155,128.46504866254713,3,D&E,450,Komatsu,777D,76,Liebherr,777D,Maintenance,Pit 1,Pit 2,Pit 1,,Jessica,Taylor,Morning
5,5,2025-04-05,02:30:00,MST,1283,133.37028169142354,2,Copper Ore,105,CAT,T282E,13,Liebherr,T282E,Operating,Pit 2,Waste Pile B,Pit 2,,Emily,Wilson,Night
5,7,2025-04-08,20:09:00,MST,9475,90.66303169388614,2,Tailings,166,Komatsu,T282E,36,Liebherr,6810,Maintenance,Pit 1,Waste Pile B,Pit 1,,Daniel,Anderson,Afternoon
1,5,2025-02-07,13:34:00,MST,7326,111.0328209243689,1,Copper Ore,359,Liebherr,6810,72,Liebherr,T282E,Idle,Waste Pile B,Waste Pile B,Waste Pile A,,Sarah,Davis,Morning
4,8,2025-06-08,22:43:00,MST,9283,197.50732236304614,3,Waste Rock,197,CAT,T282E,86,Komatsu,T282E,Idle,Pit 2,Pit 2,Pit 2,,Sarah,Davis,Evening
1,7,2025-04-27,03:25:00,MST,4707,186.92478442912184,3,Tailings,791,Liebherr,6810,69,CAT,777D,Operating,Waste Pile B,Pit 1,Waste Pile A,,Daniel,Anderson,Night
1,2,2025-05-12,00:29:00,MST,4443,79.37000216511805,3,Waste Rock,669,Liebherr,777D,85,Liebherr,T282E,Idle,Pit 1,Pit 1,Waste Pile A,,David,Brown,Night
5,4,2025-01-05,21:02:00,MST,8264,100.80926461473143,2,Copper Ore,779,Komatsu,6810,97,Liebherr,777D,Operating,Waste Pile A,Waste Pile B,Pit 1,,Emily,Wilson,Evening
5,9,2025-04-23,23:56:00,MST,8448,197.16887150497368,1,D&E,162,Liebherr,777D,60,CAT,777D,Idle,Pit 2,Waste Pile A,Pit 2,,Emily,Wilson,Night
1,4,2025-04-11,15:45:00,MST,1504,144.95442473212097,1,D&E,512,Liebherr,6810,77,CAT,T282E,Operating,Waste Pile A,Pit 2,Pit 1,,Ben,Johnson,Afternoon
4,6,2025-05-03,14:37:00,MST,5605,170.68625550657526,2,Copper Ore,500,Komatsu,T282E,81,Komatsu,6810,Operating,Pit 1,Pit 2,Waste Pile A,,David,Brown,Morning
3,7,2025-02-22,00:33:00,MST,5110,81.279642705014,1,D&E,839,Liebherr,6810,43,Liebherr,6810,Maintenance,Waste Pile B,Waste Pile B,Waste Pile A,,Jessica,Taylor,Night
4,3,2025-01-10,03:54:00,MST,7393,120.36434512997334,2,D&E,405,Komatsu,777D,72,Liebherr,T282E,Maintenance,Pit 2,Pit 1,Pit 2,,David,Brown,Night
1,5,2025-01-24,11:54:00,MST,1724,71.9567143444332,2,Tailings,113,Liebherr,777D,22,Liebherr,T282E,Operating,Pit 2,Pit 2,Waste Pile A,,Ben,Johnson,Morning
4,8,2025-05-20,20:09:00,MST,3125,117.1116857623207,3,Tailings,878,CAT,6810,46,Komatsu,6810,Idle,Waste Pile B,Waste Pile B,Waste Pile B,,Daniel,Anderson,Afternoon
1,10,2025-03-01,12:33:00,MST,4519,60.73445733331974,1,Tailings,683,Liebherr,T282E,36,CAT,6810,Maintenance,Waste Pile B,Pit 2,Pit 1,,Ben,Johnson,Morning
2,7,2025-05-31,03:44:00,MST,3398,193.70195396313517,1,D&E,186,CAT,T282E,76,CAT,6810,Maintenance,Waste Pile B,Waste Pile A,Waste Pile B,,Emily,Wilson,Night
5,4,2025-04-22,02:04:00,MST,9655,90.67270470777818,1,Waste Rock,509,Liebherr,6810,35,CAT,6810,Maintenance,Pit 1,Pit 2,Waste Pile A,,David,Brown,Night
3,9,2025-01-06,14:17:00,MST,3654,143.98935973178294,3,Tailings,745,CAT,6810,85,Liebherr,777D,Maintenance,Waste Pile B,Waste Pile B,Pit 2,,Michael,Miller,Morning
4,2,2025-01-02,22:53:00,MST,2717,179.93243924891115,1,D&E,723,Komatsu,T282E,23,Liebherr,777D,Maintenance,Pit 1,Waste Pile B,Waste Pile B,,Ben,Johnson,Evening
5,7,2025-03-13,11:27:00,MST,7616,130.43199976566024,1,Waste Rock,162,Komatsu,6810,90,CAT,T282E,Operating,Waste Pile A,Pit 2,Waste Pile A,,Maria,Williams,Morning
4,8,2025-06-23,09:57:00,MST,2929,131.37792731477924,3,Waste Rock,167,CAT,T282E,92,CAT,777D,Operating,Pit 1,Pit 1,Waste Pile B,ask Carl about this,Michael,Miller,Morning
2,7,2025-06-24,00:30:00,MST,8652,194.45852114829717,1,Waste Rock,443,Komatsu,T282E,16,Komatsu,777D,Maintenance,Waste Pile B,Pit 2,Pit 1,water from rain,Ben,Johnson,Night
5,2,2025-05-23,05:04:00,MST,6976,85.76586737018226,2,Tailings,804,Liebherr,T282E,8,CAT,777D,Operating,Pit 2,Waste Pile A,Waste Pile B,,Michael,Miller,Night
2,7,2025-06-17,03:05:00,MST,3608,188.58068404488245,3,D&E,401,Komatsu,777D,48,Liebherr,777D,Maintenance,Pit 1,Waste Pile B,Pit 2,,Daniel,Anderson,Night
2,1,2025-02-27,21:20:00,MST,7477,80.21049494310992,2,Tailings,969,Komatsu,T282E,49,CAT,T282E,Maintenance,Pit 2,Waste Pile B,Pit 1,,Daniel,Anderson,Evening
1,8,2025-05-11,02:49:00,MST,4782,110.9321859424507,3,D&E,843,CAT,6810,25,Liebherr,777D,Operating,Pit 1,Pit 2,Pit 1,,Maria,Williams,Night
5,8,2025-04-20,14:15:00,MST,6160,178.2066668822207,3,Copper Ore,223,CAT,6810,62,Komatsu,6810,Operating,Pit 2,Pit 2,Waste Pile B,,Robert,Moore,Morning
1,1,2025-03-22,05:03:00,MST,8094,149.7368674741798,1,Tailings,183,Komatsu,6810,22,CAT,777D,Operating,Waste Pile B,Pit 2,Waste Pile B,,Ben,Johnson,Night
5,8,2025-06-28,06:06:00,MST,2883,170.87373186852744,2,Waste Rock,452,CAT,T282E,24,Komatsu,6810,Maintenance,Pit 2,Pit 2,Pit 1,,Ashley,Thomas,Morning
3,3,2025-03-29,15:13:00,MST,9762,83.97615046427177,3,Copper Ore,102,Liebherr,6810,71,Komatsu,T282E,Operating,Waste Pile B,Pit 2,Pit 1,,Robert,Moore,Afternoon
4,4,2025-02-04,03:34:00,MST,9040,173.17871554057876,2,Copper Ore,512,Liebherr,T282E,55,Komatsu,T282E,Maintenance,Waste Pile A,Pit 1,Waste Pile B,,Ashley,Thomas,Night
4,10,2025-06-15,00:27:00,MST,6906,154.2049562918158,1,Tailings,798,CAT,777D,86,CAT,777D,Idle,Waste Pile B,Waste Pile B,Pit 2,,Ben,Johnson,Night
4,10,2025-01-14,19:35:00,MST,3773,173.9004296126149,1,Tailings,558,Komatsu,777D,51,Komatsu,6810,Maintenance,Pit 1,Pit 2,Pit 1,,Emily,Wilson,Afternoon
2,5,2025-06-23,11:11:00,MST,3509,72.28721557721647,1,D&E,771,CAT,777D,10,Komatsu,T282E,Idle,Waste Pile B,Pit 2,Pit 1,,Maria,Williams,Morning
3,9,2025-03-29,00:11:00,MST,9365,75.41282075398878,1,Copper Ore,295,CAT,777D,89,Komatsu,T282E,Maintenance,Pit 1,Pit 1,Waste Pile B,,Emily,Wilson,Night
1,4,2025-03-22,01:46:00,MST,5073,175.0609004202264,3,D&E,313,CAT,T282E,73,Komatsu,6810,Maintenance,Pit 2,Waste Pile A,Waste Pile A,,Emily,Wilson,Night
4,6,2025-02-15,06:47:00,MST,1522,111.69905468600071,2,Tailings,789,Komatsu,6810,100,CAT,6810,Idle,Pit 1,Pit 1,Waste Pile A,,Robert,Moore,Morning
3,10,2025-01-08,16:13:00,MST,9036,70.3882853926409,3,Waste Rock,156,CAT,6810,53,CAT,6810,Maintenance,Waste Pile A,Pit 2,Pit 2,,Emily,Wilson,Afternoon
2,2,2025-05-04,00:01:00,MST,1538,182.14375383989892,3,Tailings,527,Komatsu,6810,40,CAT,777D,Maintenance,Waste Pile B,Pit 2,Waste Pile A,,Ashley,Thomas,Night
1,1,2025-03-13,11:01:00,MST,2565,125.48910495432739,2,D&E,172,CAT,777D,42,Liebherr,777D,Idle,Pit 1,Pit 1,Pit 2,,Ashley,Thomas,Morning
1,6,2025-06-26,15:37:00,MST,7725,146.78511624977364,2,Copper Ore,469,Liebherr,T282E,74,Komatsu,6810,Maintenance,Pit 2,Pit 2,Waste Pile A,,Ben,Johnson,Afternoon
3,6,2025-02-23,03:21:00,MST,6279,132.64444230966956,3,Waste Rock,314,Liebherr,777D,51,CAT,T282E,Maintenance,Pit 2,Waste Pile A,Waste Pile A,,Ashley,Thomas,Night
2,3,2025-05-19,12:14:00,MST,5056,147.5831758294103,2,Copper Ore,292,Komatsu,777D,77,CAT,777D,Maintenance,Pit 1,Waste Pile B,Waste Pile B,,David,Brown,Morning
5,5,2025-06-17,21:34:00,MST,8552,71.00581042101837,1,Waste Rock,651,Liebherr,T282E,31,Komatsu,T282E,Operating,Waste Pile B,Waste Pile A,Waste Pile A,,Robert,Moore,Evening
4,9,2025-05-04,11:44:00,MST,1742,138.88927042755915,3,Tailings,209,Liebherr,777D,68,CAT,T282E,Operating,Waste Pile A,Pit 1,Waste Pile B,,Jessica,Taylor,Morning
3,8,2025-04-01,20:35:00,MST,2576,148.40132815097877,3,Waste Rock,894,Komatsu,6810,72,Komatsu,6810,Maintenance,Waste Pile A,Pit 1,Pit 1,,Daniel,Anderson,Afternoon
2,8,2025-03-28,04:25:00,MST,4928,177.65779725636833,1,D&E,252,Komatsu,T282E,52,Komatsu,6810,Maintenance,Pit 2,Pit 2,Pit 2,,Daniel,Anderson,Night
5,1,2025-05-18,23:11:00,MST,3223,146.12383386313212,3,Tailings,980,Liebherr,777D,13,Liebherr,6810,Idle,Pit 2,Pit 1,Pit 2,,Sarah,Davis,Night
1,2,2025-03-31,05:07:00,MST,8607,104.33149029724436,3,Copper Ore,787,CAT,6810,54,CAT,T282E,Maintenance,Pit 1,Waste Pile A,Pit 1,,Emily,Wilson,Night
2,1,2025-06-03,12:25:00,MST,7425,64.82386777398307,3,D&E,116,Liebherr,777D,15,Liebherr,777D,Idle,Waste Pile B,Waste Pile A,Waste Pile A,,Ben,Johnson,Morning
5,4,2025-03-30,18:50:00,MST,2890,62.30719567192858,1,Copper Ore,903,Liebherr,777D,95,Komatsu,777D,Maintenance,Waste Pile B,Pit 2,Pit 1,,Ben,Johnson,Afternoon
3,2,2025-02-23,03:13:00,MST,3907,103.01130959527121,1,Copper Ore,154,Komatsu,T282E,77,Komatsu,6810,Operating,Waste Pile A,Pit 1,Pit 1,,Daniel,Anderson,Night
3,4,2025-04-28,05:31:00,MST,3445,107.9163099529803,3,Tailings,694,CAT,6810,88,Liebherr,T282E,Maintenance,Waste Pile B,Waste Pile B,Pit 2,,Michael,Miller,Night
1,7,2025-06-15,05:03:00,MST,3560,171.29079384501944,1,D&E,629,CAT,777D,81,Komatsu,6810,Idle,Waste Pile B,Waste Pile A,Waste Pile B,,Robert,Moore,Night
5,1,2025-05-08,03:03:00,MST,4233,170.75218498469172,2,D&E,682,Liebherr,777D,23,Komatsu,6810,Operating,Waste Pile B,Pit 1,Pit 2,,Sarah,Davis,Night
4,3,2025-01-24,05:24:00,MST,9706,78.83432802892663,2,Copper Ore,878,CAT,777D,77,Komatsu,T282E,Maintenance,Waste Pile A,Waste Pile A,Waste Pile B,,Ben,Johnson,Night
4,9,2025-03-19,23:25:00,MST,6170,67.62892848221381,3,D&E,578,Komatsu,6810,91,Liebherr,777D,Maintenance,Pit 2,Pit 2,Waste Pile A,,Sarah,Davis,Night
3,3,2025-06-09,10:20:00,MST,4839,88.28091684701243,1,Tailings,313,CAT,777D,73,Liebherr,6810,Operating,Waste Pile A,Pit 1,Pit 2,,Emily,Wilson,Morning
3,9,2025-03-30,08:21:00,MST,5999,126.03798030266525,2,Copper Ore,741,CAT,T282E,33,Komatsu,777D,Operating,Waste Pile B,Pit 2,Pit 1,,Jessica,Taylor,Morning
1,2,2025-02-04,09:03:00,MST,2198,187.7695555654278,1,Tailings,239,Liebherr,777D,29,Liebherr,T282E,Maintenance,Pit 2,Waste Pile B,Waste Pile B,,Daniel,Anderson,Morning
1,5,2025-06-02,08:06:00,MST,8020,143.17428170709496,2,Tailings,507,CAT,6810,73,Liebherr,777D,Maintenance,Waste Pile A,Waste Pile A,Waste Pile B,ask Carl about this,Maria,Williams,Morning
4,4,2025-03-23,21:38:00,MST,6511,130.0276404874191,3,Tailings,277,Liebherr,777D,72,Komatsu,6810,Maintenance,Waste Pile A,Pit 1,Waste Pile A,,Maria,Williams,Evening
4,4,2025-01-13,08:03:00,MST,7300,83.20061127570781,1,Waste Rock,999,CAT,6810,71,Liebherr,T282E,Idle,Waste Pile B,Pit 2,Pit 2,,Ben,Johnson,Morning
2,2,2025-02-14,22:00:00,MST,5961,177.98711642296556,3,Waste Rock,892,CAT,T282E,58,Komatsu,6810,Operating,Waste Pile B,Pit 1,Waste Pile B,,Ashley,Thomas,Evening
5,4,2025-04-13,15:46:00,MST,4546,171.28624507645912,1,Tailings,299,Liebherr,777D,74,Komatsu,6810,Idle,Pit 1,Waste Pile B,Waste Pile A,,Ashley,Thomas,Afternoon
1,1,2025-04-18,21:44:00,MST,3307,147.24233751518761,3,Waste Rock,437,Liebherr,T282E,41,Komatsu,T282E,Maintenance,Waste Pile B,Pit 1,Waste Pile A,,Robert,Moore,Evening
4,1,2025-04-04,05:01:00,MST,3531,193.6074271640378,3,Tailings,725,Liebherr,777D,26,CAT,T282E,Idle,Pit 2,Waste Pile B,Pit 2,,Emily,Wilson,Night
5,8,2025-05-14,23:28:00,MST,3157,66.40373285391065,1,Waste Rock,912,CAT,777D,32,CAT,T282E,Operating,Pit 2,Pit 1,Waste Pile B,,Emily,Wilson,Night
4,4,2025-06-11,15:41:00,MST,6767,56.14394392386328,1,Copper Ore,597,Liebherr,T282E,53,Komatsu,777D,Maintenance,Pit 2,Waste Pile B,Pit 1,,Michael,Miller,Afternoon
1,4,2025-06-12,22:24:00,MST,5311,104.5904201539615,3,Tailings,256,Liebherr,6810,36,Liebherr,T282E,Maintenance,Pit 1,Pit 1,Waste Pile B,end of shift,Maria,Williams,Evening
1,9,2025-05-08,01:33:00,MST,4974,94.59740929218492,3,Waste Rock,715,Komatsu,T282E,13,CAT,6810,Maintenance,Pit 2,Pit 2,Waste Pile B,,Jessica,Taylor,Night
5,6,2025-04-08,11:22:00,MST,6041,54.699247327857506,2,Tailings,447,Komatsu,777D,19,Liebherr,6810,Operating,Waste Pile A,Waste Pile A,Pit 1,,Sarah,Davis,Morning
3,1,2025-04-22,14:08:00,MST,2318,60.70001243889527,2,Waste Rock,122,CAT,T282E,2,Liebherr,777D,Idle,Waste Pile A,Pit 1,Waste Pile A,,Ben,Johnson,Morning
5,10,2025-06-10,01:51:00,MST,1239,130.64502001455264,2,D&E,551,Komatsu,T282E,54,CAT,6810,Idle,Pit 2,Waste Pile B,Waste Pile A,,Robert,Moore,Night
3,4,2025-02-18,10:00:00,MST,5460,77.7144632721907,2,Copper Ore,701,CAT,777D,28,CAT,777D,Operating,Pit 2,Pit 1,Pit 1,,Ashley,Thomas,Morning
1,3,2025-03-29,15:24:00,MST,6315,186.25437042934854,1,D&E,458,CAT,6810,17,Komatsu,777D,Maintenance,Waste Pile B,Waste Pile B,Pit 2,,Ashley,Thomas,Afternoon
5,1,2025-02-09,21:14:00,MST,9423,142.0684484716565,2,Tailings,544,CAT,6810,40,CAT,T282E,Maintenance,Pit 1,Pit 1,Pit 2,,Ashley,Thomas,Evening
3,7,2025-03-23,06:46:00,MST,1479,78.40389340314447,2,Tailings,247,Liebherr,T282E,79,CAT,T282E,Maintenance,Waste Pile B,Waste Pile B,Waste Pile B,,Ashley,Thomas,Morning
4,6,2025-02-03,20:29:00,MST,9195,67.38149602277944,2,Copper Ore,420,CAT,777D,23,CAT,T282E,Idle,Waste Pile B,Pit 1,Waste Pile A,,Ben,Johnson,Afternoon
2,4,2025-04-23,18:49:00,MST,9405,183.0635366546733,2,Copper Ore,339,CAT,6810,45,Liebherr,T282E,Operating,Waste Pile A,Waste Pile B,Pit 1,,Robert,Moore,Afternoon
3,9,2025-03-14,22:29:00,MST,2884,160.47286813624618,3,Copper Ore,127,CAT,777D,21,Liebherr,T282E,Idle,Waste Pile A,Waste Pile A,Waste Pile B,,Robert,Moore,Evening
3,7,2025-03-14,03:30:00,MST,2701,75.8612841146815,3,D&E,169,Liebherr,777D,41,Liebherr,6810,Idle,Pit 2,Waste Pile A,Waste Pile A,,Jessica,Taylor,Night
1,9,2025-05-22,07:32:00,MST,7595,77.58570161511712,3,D&E,824,CAT,777D,52,Komatsu,777D,Maintenance,Waste Pile B,Pit 1,Waste Pile A,,Maria,Williams,Morning
2,3,2025-01-15,19:44:00,MST,8556,148.34383808025285,2,Waste Rock,700,Komatsu,6810,55,CAT,777D,Operating,Waste Pile A,Pit 2,Pit 1,,Robert,Moore,Afternoon
5,10,2025-03-21,16:58:00,MST,8049,155.84228936157854,2,Tailings,499,Komatsu,T282E,76,Liebherr,T282E,Maintenance,Waste Pile A,Waste Pile A,Waste Pile B,,Michael,Miller,Afternoon
1,8,2025-01-17,00:36:00,MST,9096,165.77786997212257,3,Copper Ore,215,CAT,777D,30,CAT,6810,Idle,Waste Pile B,Waste Pile B,Waste Pile B,,Daniel,Anderson,Night
1,2,2025-04-04,22:40:00,MST,8109,118.78897967912333,3,Waste Rock,852,Komatsu,6810,73,Komatsu,T282E,Operating,Waste Pile B,Waste Pile B,Pit 1,,Michael,Miller,Evening
2,10,2025-02-18,11:11:00,MST,2671,119.62656588971734,2,Waste Rock,631,CAT,T282E,43,CAT,777D,Idle,Waste Pile A,Pit 1,Pit 1,,Michael,Miller,Morning
1,10,2025-01-04,10:42:00,MST,8620,171.85598406354757,3,D&E,222,CAT,6810,90,Komatsu,T282E,Maintenance,Waste Pile B,Pit 1,Pit 2,,Jessica,Taylor,Morning
5,3,2025-03-04,09:28:00,MST,6492,115.4945292803591,2,Tailings,670,CAT,T282E,15,CAT,777D,Maintenance,Waste Pile A,Pit 1,Waste Pile A,,Jessica,Taylor,Morning
2,6,2025-02-06,18:25:00,MST,9336,198.78131346550805,1,D&E,477,Komatsu,777D,27,Liebherr,6810,Idle,Waste Pile A,Waste Pile B,Pit 2,,Sarah,Davis,Afternoon
4,3,2025-04-21,15:11:00,MST,1388,132.364001402864,1,D&E,469,Liebherr,6810,12,CAT,6810,Operating,Pit 1,Pit 1,Pit 2,,Ben,Johnson,Afternoon
5,8,2025-01-17,01:00:00,MST,7269,156.9771112816552,1,Waste Rock,836,CAT,6810,69,CAT,777D,Idle,Waste Pile A,Waste Pile B,Pit 2,,Maria,Williams,Night
3,7,2025-03-21,11:39:00,MST,9730,139.13621025244464,3,Waste Rock,220,Komatsu,777D,67,Komatsu,T282E,Maintenance,Pit 1,Pit 1,Waste Pile A,,David,Brown,Morning
1,5,2025-04-23,16:00:00,MST,5978,153.4418744748472,3,Tailings,356,Komatsu,777D,40,Komatsu,6810,Idle,Waste Pile B,Waste Pile B,Waste Pile B,,Ben,Johnson,Afternoon
3,7,2025-05-08,08:41:00,MST,3937,122.94807760222346,1,D&E,333,CAT,T282E,30,CAT,777D,Maintenance,Pit 2,Waste Pile A,Waste Pile A,,Robert,Moore,Morning
3,4,2025-03-21,14:21:00,MST,3443,163.38532272311983,2,Copper Ore,412,CAT,T282E,9,Liebherr,6810,Maintenance,Pit 1,Waste Pile A,Waste Pile A,,Sarah,Davis,Morning
1,5,2025-01-20,20:45:00,MST,1805,158.7555931223518,1,Tailings,347,Liebherr,6810,32,Komatsu,T282E,Maintenance,Waste Pile B,Pit 1,Waste Pile B,,Emily,Wilson,Afternoon
